EXV_fix,LTD_fix,SVP_fix,capacity_fix,charge_fix,level_cond_fix,level_evap_fix,dTsh_fix,Vd_Evap,LWT_evap,Vd_cond,capacity,EWT_cond,level_cooler,cahrge,p_suc_2,Tsat_dis,liquidLevel_cond,LTD_cond,T_dis,x_in_cond,dp_coolant_evap,x_in_cooler,p_suc,LTD_evap,Qdot_evap,liquidLevel_evap,Tsat_suc,opening,mdot_coolant_cond,mdot_coolant_evap,dp_coolant_cond,T_suc,x_out_cond,SVP,p_dis,Qdot_cond,P_comp,mdot_dis,dTsh,solved,tolerance,NaN,CPU_time,iter_num
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,287.15,0.22324,251,339623.6883,297.846482,0.105631275,3.190864053,302.4900268,1.031905903,50857.72715,0.116717771,339623.6883,2.803050821,-1181712,0.22324,277.3151527,0.429196886,55.04843008,46.86423332,24815.7341,279.2809135,-0.015935993,0.617509158,659385.5553,1277471.859,95592.06031,6.778743389,-2.032375752,1,1.00E-06,0,0.386198044,10
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,288.45,0.22324,251,339615.9618,299.1336596,0.10632046,3.180918581,303.3604569,1.029839547,50857.72715,0.125690217,339615.9618,2.803050821,-1181712,0.22324,277.3145032,0.427014603,55.03531588,46.86423332,24665.39734,279.2805072,-0.016594327,0.626835831,685098.1951,1280250.215,98372.63663,6.847599626,-2.094778785,1,1.00E-06,0,0.190077066,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,289.75,0.22324,251,339607.9411,300.4257954,0.106997864,3.173135917,304.2793848,1.027972267,50857.72715,0.13472366,339607.9411,2.803050821,-1181712,0.22324,277.3138291,0.425153841,55.02154838,46.86423332,24518.93829,279.2800908,-0.017260563,0.63685563,711658.939,1283332.624,101457.3902,6.918351703,-2.156263648,1,1.00E-06,0,0.180683136,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,291.05,0.22324,251,339599.6094,301.7220669,0.107660739,3.167268679,305.2410447,1.026281181,50857.72715,0.143819791,339599.6094,2.803050821,-1181712,0.22324,277.3131288,0.423568796,55.00712759,46.86423332,24376.32658,279.2796638,-0.017931521,0.647602969,739080.95,1286694.226,104821.4469,6.991087638,-2.216195093,1,1.00E-06,0,0.180430889,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,292.35,0.22324,251,339590.9477,303.0224739,0.108306466,3.163123053,306.2490326,1.024790192,50857.72715,0.152981404,339590.9477,2.803050821,-1181712,0.22324,277.3124008,0.422222881,54.99205349,46.86423332,24237.51111,279.2792256,-0.018604274,0.659118544,767379.5236,1290368.523,108498.3155,7.065909698,-2.274368726,1,1.00E-06,0,0.327775002,8
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,293.65,0.22324,251,339581.9345,304.3273033,0.108933549,3.160571316,307.3063564,1.023517457,50857.72715,0.162212387,339581.9345,2.803050821,-1181712,0.22324,277.3116433,0.421084847,54.9763261,46.86423332,24102.43559,279.2787753,-0.019277987,0.671450654,796590.2724,1294382.764,112515.2507,7.142935761,-2.330438052,1,1.00E-06,0,0.214712858,5
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,294.95,0.22324,251,339572.5489,305.6363392,0.10953922,3.15964255,308.4033888,1.022430323,50857.72715,0.171514096,339572.5489,2.803050821,-1181712,0.22324,277.3108544,0.420125198,54.95994541,46.86423332,23971.05012,279.2783123,-0.019950152,0.684651325,826721.6216,1298700.606,116835.8901,7.222269524,-2.384205162,1,1.00E-06,0,0.181071043,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,296.25,0.22324,251,339562.7665,306.9495003,0.110123377,3.160420871,309.5436592,1.021558715,50857.72715,0.180889961,339562.7665,2.803050821,-1181712,0.22324,277.3100322,0.419254038,54.94291142,46.86423332,23843.28029,279.2778359,-0.020620216,0.698783958,857807.741,1303364.745,121502.9401,7.304039344,-2.436168775,1,1.00E-06,0,0.181539059,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,297.55,0.22324,251,339552.5621,308.2669928,0.11068295,3.16274296,310.7244539,1.020895572,50857.72715,0.190342177,339552.5621,2.803050821,-1181712,0.22324,277.3091745,0.418448725,54.92522413,46.86423332,23719.05421,279.2773452,-0.021287826,0.713922487,889868.5106,1308371.443,126512.6529,7.388370943,-2.485538303,1,1.00E-06,0,0.182185888,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,298.85,0.22324,251,339541.9135,309.5888901,0.111218593,3.16625683,311.9496766,1.020477747,50857.72715,0.199868494,339541.9135,2.803050821,-1181712,0.22324,277.3082795,0.417708634,54.90688355,46.86423332,23598.28209,279.2768396,-0.021954793,0.730149093,922928.1406,1313770.593,131914.931,7.47535719,-2.532618077,1,1.00E-06,0,0.181310892,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,300.15,0.22324,251,339530.8884,310.9179856,0.111804703,3.175027795,313.217926,1.020285332,50857.72715,0.209389385,339530.8884,2.803050821,-1181712,0.22324,277.3073529,0.417007477,54.88788966,46.86423332,23480.8806,279.2763227,-0.022751413,0.747458203,957094.6579,1319542.909,137690.4856,7.564364754,-2.592186579,1,1.00E-06,0,0.181133032,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,301.45,0.22324,251,339519.4385,312.2544262,0.112422312,3.188388444,314.5313989,1.02034815,50857.72715,0.218929587,339519.4385,2.803050821,-1181712,0.22324,277.3063905,0.416351324,54.86824248,46.86423332,23366.74776,279.2757924,-0.023650772,0.765996903,992399.1829,1325729.987,143880.9181,7.655704558,-2.660604344,1,1.00E-06,0,0.182323933,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,302.75,0.22324,251,339507.4878,313.5967669,0.113032677,3.204351,315.8914652,1.020699652,50857.72715,0.228531416,339507.4878,2.803050821,-1181712,0.22324,277.3053861,0.415754073,54.847942,46.86423332,23255.774,279.2752459,-0.024592289,0.785974579,1028830.999,1332382.034,150536.4377,7.749889079,-2.730438339,1,1.00E-06,0,0.181457043,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,304.05,0.22324,251,339494.9847,314.9442882,0.113619804,3.222198341,317.299669,1.021370378,50857.72715,0.238211409,339494.9847,2.803050821,-1181712,0.22324,277.3043352,0.415221457,54.82698822,46.86423332,23147.84478,279.274681,-0.025552934,0.807618944,1066402.399,1339545.145,157703.1451,7.847215558,-2.799127222,1,1.00E-06,0,0.181657076,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,305.35,0.22324,251,339481.8571,316.2971182,0.114163495,3.241542058,318.75866,1.022397934,50857.72715,0.24799688,339481.8571,2.803050821,-1181712,0.22324,277.3032318,0.414759987,54.80538115,46.86423332,23042.83787,279.2740952,-0.026504126,0.831260403,1105154.09,1347279.257,165440.9838,7.948119148,-2.863272295,1,1.00E-06,0,0.181755066,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,306.65,0.22324,251,339468.0174,317.6545584,0.114633979,3.260835894,320.2732685,1.023846981,50857.72715,0.257919813,339468.0174,2.803050821,-1181712,0.22324,277.3020686,0.414380581,54.78312077,46.86423332,22940.62064,279.2734851,-0.027398302,0.857368807,1145088.287,1355679.892,173845.4926,8.05312506,-2.917722531,1,1.00E-06,0,0.18127203,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,307.95,0.22324,251,339453.4807,319.0190541,0.115076333,3.28250396,321.8573201,1.025798235,50857.72715,0.26793533,339453.4807,2.803050821,-1181712,0.22324,277.3008468,0.41406794,54.7602071,46.86423332,22841.05403,279.272852,-0.028320015,0.886474892,1186310.307,1364860.395,183030.0435,8.161962251,-2.971551759,1,1.00E-06,0,0.181112051,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,309.25,0.22324,251,339438.1818,320.3925451,0.115489068,3.30762329,323.5259524,1.028391136,50857.72715,0.27805479,339438.1818,2.803050821,-1181712,0.22324,277.2995609,0.413822282,54.73664013,46.86423332,22743.98315,279.2721939,-0.029278392,0.91959147,1228916.809,1375020.391,193194.3023,8.274958134,-3.025478427,1,1.00E-06,0,0.180989981,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,310.55,0.22324,251,339422.0319,321.7777685,0.115866189,3.336828302,325.3152413,1.031937144,50857.72715,0.288299549,339422.0319,2.803050821,-1181712,0.22324,277.2982036,0.413645245,54.71241986,46.86423332,22649.21826,279.2715075,-0.03027839,0.958592216,1273038.596,1386592.996,204771.4791,8.392585458,-3.079608973,1,1.00E-06,0,0.183686972,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,1181712,311.85,0.22324,251,339406.0268,323.1073419,0.116217618,3.356910007,327.1901174,1.036721595,50857.72715,0.298234139,339406.0268,2.803050911,-1181791.641,0.223265958,277.2968583,0.413498782,54.68754629,46.86423332,22559.50569,279.2708313,-0.031198586,1,1316499.514,1399448.996,217671.0114,8.508312295,-3.123830481,-1,1.00E-06,0,0.19075799,4
