EXV_fix,LTD_fix,SVP_fix,capacity_fix,charge_fix,level_cond_fix,level_evap_fix,dTsh_fix,Vd_Evap,LWT_evap,Vd_cond,capacity,EWT_cond,level_cooler,cahrge,p_suc_2,Tsat_dis,liquidLevel_cond,LTD_cond,T_dis,x_in_cond,dp_coolant_evap,x_in_cooler,p_suc,LTD_evap,Qdot_evap,liquidLevel_evap,Tsat_suc,opening,mdot_coolant_cond,mdot_coolant_evap,dp_coolant_cond,T_suc,x_out_cond,SVP,p_dis,Qdot_cond,P_comp,mdot_dis,dTsh,solved,tolerance,NaN,CPU_time,iter_num
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,640094.0,298.84999999999997,0.22324,251.0,354843.3764801152,303.5424424331439,0.0762,1.0456824654078787,308.2210333474509,1.0300850477672643,51017.22113534868,0.1730833473200444,354843.3764801152,1.5660429707847356,-640094.0000000002,0.22324,278.5739875014426,0.33889004348744706,54.90688354834216,46.8851746349122,23723.381906988776,280.5150177297009,-0.002774801859320332,0.32423638397284626,778921.7698779446,704940.3234552972,64699.94381919261,3.938980158471056,-0.33391516052142833,1,1e-06,0,0.03638505935668945,7
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,640094.0,300.15,0.22324,251.0,354828.25034901226,304.84616063593575,0.0762,1.0402992070489745,309.29261827395715,1.0290919648493924,51017.21120879959,0.18261733242809225,354828.25034901226,1.567042558858816,-640094.0000000001,0.22324,278.57275628071693,0.33824985857354234,54.88788966448939,46.8851746349122,23601.652943352867,280.5136330193452,-0.003024232101546756,0.32985770982382984,808432.3976917601,707376.7833982852,67139.13857490997,3.9844076573203715,-0.3597921927598122,1,1e-06,0,0.045662879943847656,10
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,640094.0,301.45,0.22324,251.0,354813.6838268039,306.15259151509775,0.0762,1.0362089840980957,310.42023670336187,1.028401546896387,51017.20217322728,0.19219420624358743,354813.6838268039,1.56798735289658,-640094.0000000001,0.22324,278.5715706104407,0.3377150270457363,54.86824248240713,46.8851746349122,23483.35547764861,280.512297208681,-0.003291781162170986,0.33595765982102904,838837.9670529279,710062.2350626243,69827.46894380024,4.031108122838635,-0.38707568269012427,1,1e-06,0,0.017498016357421875,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,640094.0,302.75,0.22324,251.0,354799.96221786935,307.46151160235047,0.0762,1.0333712505807284,311.60239301651427,1.0280191293614516,51017.194008321,0.20182334506730834,354799.96221786935,1.5688533826888715,-640094.0000000002,0.22324,278.57045371351614,0.3372288549782701,54.84794200209537,46.8851746349122,23368.484968923596,280.5110332334942,-0.0035699454629984275,0.3425477476987588,870161.725493561,713004.8405457882,72773.09313915994,4.079182087877742,-0.41476818924343206,1,1e-06,0,0.017371177673339844,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,640094.0,304.04999999999995,0.22324,251.0,354787.3408606143,308.77348694757336,0.0762,1.0317338383588321,312.83704338482755,1.0279462138947772,51017.18669877961,0.21151074105312367,354787.3408606143,1.5696191381124436,-640094.0,0.22324,278.56942637370713,0.3367869722063723,54.82698822355413,46.8851746349122,23257.038898250743,280.509861737487,-0.0038519695136956535,0.3496406570406507,902428.0591813037,716208.8789474318,75980.28513873905,4.128720137248065,-0.4420801582343188,1,1e-06,0,0.017358064651489258,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,640094.0,305.34999999999997,0.22324,251.0,354776.0404498315,310.08792638221496,0.0762,1.0312149502281613,314.11744148877915,1.0281565225591578,51017.180230976875,0.22126102623033359,354776.0404498315,1.570265901409016,-640093.9999999999,0.22324,278.5685065548936,0.33639090670919036,54.8053811467834,46.8851746349122,23149.017837930747,280.5088006605924,-0.004132999414402021,0.3572467701638865,935646.2206611263,719660.545811432,79435.22336761854,4.179812170120149,-0.4684182143830071,1,1e-06,0,0.017293930053710938,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,640094.0,306.65,0.22324,251.0,354766.2442249858,311.40468479358765,0.0762,1.0318110433806282,315.44207756189786,1.0286547914359503,51017.17459150702,0.23107802365030453,354766.2442249858,1.5707779598408251,-640093.9999999999,0.22324,278.5677091722065,0.3360412515645622,54.783120771783175,46.8851746349122,23044.41779234353,280.5078650057355,-0.004410127527850516,0.36537759536291153,969841.1464937107,723366.8788313378,83144.94179543944,4.232550078346646,-0.49340944866122527,1,1e-06,0,0.0174560546875,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,640094.0,307.95,0.22324,251.0,354758.09472650965,312.7244746072677,0.0762,1.033547680590857,316.8099995688512,1.0294472276749724,51017.169765751954,0.24096577053039703,354758.09472650965,1.5711428355058956,-640094.0,0.22324,278.56704582800046,0.3357384089761068,54.76020709855346,46.8851746349122,22943.232437396582,280.50706656632065,-0.004682186569799422,0.3740482258119451,1005044.8870976904,727337.0580988593,87118.61792182871,4.287033467565049,-0.5169520854271354,1,1e-06,0,0.017385005950927734,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,640094.0,309.25,0.22324,251.0,354751.69300870644,314.0469779926281,0.0762,1.0364324983172537,318.21794666856704,1.0305296651227478,51017.16573801468,0.25092638876214696,354751.69300870644,1.5713514084087592,-640094.0,0.22324,278.56652474778605,0.33548349850390213,54.73664012709425,46.8851746349122,22845.45339769738,280.50641389814473,-0.004946794117268863,0.3832708447716676,1041273.641238088,731572.1936784,91357.35364997413,4.3433582091795415,-0.5387866744552525,1,1e-06,0,0.01741504669189453,4
0,0,0,1,1,0,1,0,0.0469,280.15,0.0551,640094.0,310.54999999999995,0.22324,251.0,354747.09253723535,315.3720880104069,0.0762,1.0404415676300118,319.661651287111,1.031887705923355,51017.162488394184,0.2609653291323104,354747.09253723535,1.571398242044097,-640093.9999999998,0.22324,278.566150283504,0.3352780415382248,54.71241985740555,46.8851746349122,22751.067895802145,280.5059117613579,-0.00519957810859037,0.3930605534674371,1078548.374985359,736067.1144920136,95855.96691339838,4.401646489825004,-0.558475717241322,1,1e-06,0,0.017467021942138672,4
